ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
2124	GARET	Pierre	1793-01-28			<p>Il est né le 28 janvier 1793.</p>	<p>Il reprend les brevets d'imprimeur en lettres et de lithographe de Comynet.,  mais non celui de libraire.</p>	
2125	GARIEL	Jean, Antoine	1814-02-20	Comps (Var)	13056	<p>Il est né le 20 février 1814 à Comps (Var). Il est écrivain lithographe.</p>	<p>Il a demandé à ouvrir un cabinet de lecture et a obtenu un brevet de libraire le 1er  juin 1837. Il sera annulé le 25 mai 1860 car Gariel ne l'exploite plus. En 1867, l'administration note que son brevet de lithographe n'est plus exploité, lui aussi.</p>	
2126	GARIN	Joséphine	1853-09-08	Vienne (Isère)	15198		<p>Elle remplace son frère Auguste Garin à la tête d'un atelier de typographie et lithographie, repris en 1874 à Savigné.</p>	
2127	GARJAME	Philippe, Antoine, Amédé	1826-07-18	Salon (Bouches du Rhône)	8772	<p>Né le 18 juillet 1826 à Salon (Bouches du Rhône).</p>	<p>Il a été marchand de porcelaines à Marseille. Il a été breveté lithographe à Limoges. Il est également breveté libraire en 1869.</p>	
2128	GARJANNE	Philippe, Antoine, Amédée	1826-07-18	Salon (Bouches-du-Rhône)	8772	<p>Il est né le 18 juillet 1826 à Salon (Bouches-du-Rhône). Son père était  fourrier-trompette de la mairie de Salon. Il est marié et père de famille. Il a vendu de la vaisselle à Marseille, mais a fait de mauvaises affaires. Il a eu 4 ans de formation comme ouvrier lithographe, puis a travaillé 11 mois chez Flamend à Avranches. == Il est né le 18 juillet 1826 à Salon (Bouches-du-Rhône).</p>	"<p>Il a été breveté pour Arles en 1848, puis Limoges (1855), ville qu'il a quittée ""pour raisons de santé"". Il demande un nouveau brevet de lithographe par création à Paris, pour faire des travaux de ville avec deux presses. En 1869, il demande un brevet de libraire, se proposant de faire tenir par sa femme l'établissement où elle vendrait des livres classiques et religieux, des journaux politiques et littéraires, et des livraisons à 10 centimes. Il reçoit ce brevet le 18 novembre 1869. == Il a d'abord été breveté pour Arles le 18 août 1848 par création. Il demande à remplacer Delareuelle à Limoges en échange de son brevet pour Arles, faisant valoir à l'administration que cela remplacerait deux brevets par un seul...<br>Il cède son brevet au libraire Georges Chapoulaud.</p>"	
2129	GARNIER	Henry, *Élisée	1835-08-12	Vandeuvre-sur-Barse (Aube)	3620	<p>Il est né à  Vendeuvre-sur-Barse (Aube) le 12 août 1835. Son père était ferblantier. Il est marié et père de famille.</p>	<p>Il était employé comptable à Bar-sur-Aube dans les bureaux du chemin de fer de l'Est aux appointements de 1 200 F. Il est à Paris depuis 6 ans marchand papetier et fabricant de registres. C'est pour cette dernière activité qu'il demande à reprendre le brevet de lithographe de Fourmage dont le matériel a été vendu aux enchères. Dès juin 1866 (alors que, faute d'un local, il n'a pas encore installé sa presse lithographique), il demande l'autorisation de posséder une presse à pédales pour les en-têtes de lettres. Pour convaincre qu'il ne pourra pas faire d'autres impressions, il joint une image du modèle de presse envisagé. Il obtient l'autorisation en juillet.</p>	
2130	GARNIER	Pierre, Alexandre	1818-05-21	Vendeuvre (Vienne)	5201	<p>Il est né le 21 mai 1808 à Vendeuvre (Vienne). Son père était marchand mercier. Il est professeur au collège communal de Rochefort.</p>		
2131	GARNY	Jean, Henri	1830-06-10	Les Houches (Haute-Savoie)	30636	<p>Il est né le 10 juin 1830 aux Houches (Haute-Savoie). Il est marié depuis 1860 et père de famille. Il a fait son apprentissage comme ouvrier lithographe chez Ducrot.</p>	<p>Il veut fabriquer des impressions sur tôle et sur verre pour enseignes portatives et écriteaux, comme Ducrot. En 1863, il obtient l'autorisation, qui sera régulièrement renouvelée, de posséder une presse lithographique.  Comme il veut ajouter l'impression de circulaires et de travaux de ville à ses activités, il demande un brevet.</p>	
2132	GAROUSSE	Jean, Pierre, Charles	1795-12-02	Elbeuf (Seine-inférieure)	31025	<p>Il est né le 2 décembre 1795 à Elbeuf (Seine-inférieure) ; son père était menuisier. Il a été pendant  dix ans employé au cadastre et, en 1837, il est depuis peu à Paris, arrivant de la Sarthe.</p>	"<p>Il a achetér en janvier 1837 un cabinet de lecture, livres et journaux, siutué  passage du Saumon. Il demande  donc un brevet de libraire qu'il obtient le 1er mars 1837. Il veut aussi un brevet de lithographe pour faire des plans ""et autres parties du dessin linéaire""  ainsi que des travaux  d'écriture pour le commerce.<br>Son brevet de libraire est annulé en 1860.</p>"	
2133	GARRAPIT	Jacques	1810-07-30	Pau (Basses-Pyrénées)	26695	<p>Il est né le 30 juillet 1810 à Pau (Basses-Pyrénées) ; son père était sellier, puis tint un magasin de nouveautés à Pau. Il est  musicien dans la Garde nationale.</p>	<p>Il avait été associé à F. Mourgue à qui un brevet avait  été refusé, mais cette association est rompue depuis longtemps quand il  fait sa demande, qui est soutenue par le député Pèdre La Caze. Il emploie 3 ouvriers.</p>	
2134	GARREAU	Louis	1818-04-02	Chateaudun (Eure-et-Loir)	10561	<p>Il est né le 2 avril 1818 à Chateaudun (Eure-et-Loir). Son père était tisserand. Il est marié et père de famille.Il avait travaillé comme compositeur chez Lebeau à Provins pendant un an, puis chez Desrues à Melun, pour quelques mois.<br>Après une longue maladie, il meurt le 24 mars 1859.</p>	<p>Il  avait les trois brevets pour Nogent-sur-Seine (Aube), mais il décide de les céder à son associé et beau-frère Raveau, en juillet 1849. Il vient à Paris où, à partir d'octobre, il prend la direction de l'imprimerie Darras avant de la lui racheter. Il imprime des textes lithographiés. == Il a repris les trois brevets de Lemaître et les exploite en association avec son beau-frère Raveau.  Il lui cède l'imprimerie en 1849 et, en 1850, obtient un brevet pour Paris.</p>	dossier joint au dossier parisien
2135	GARREAU	Louis, Armand	1817-09-13	Cognac (Charente)	5588	<p>Il est né le 13 septembre 1817 à Cognac (Charente). Son père était avocat.</p>	<p>Il obtient le brevet d'imprimeur en lettres, succédant à l'imprimeur Sermet, le 6 avril 1850, et celui de libraire en même temps que celui de lithographe. Pour son brevet de lithographe, il se plaint que Sermet n'utilise pas le sien - la preuve en est qu'il a cédé son matériel à son fils qui exerce à Rochefort- mais qu'il en a fait un objet de spéculation et en réclame un prix exorbitant. Garreau demande donc son brevet par création.</p>	
2136	GARRIGUE, veuve GUIRAUD	Madeleine	1822-08-24	Orange (Vaucluse)	34164	<p>Elle est née le 24 août 1822 à Orange (Vaucluse). Son père était cordier. Elle est tailleuse quand elle épouse le 21 avril 1847  l'imprimeur Guiraud qui a reconnu sa fille ; ils auront ensuite deux autres enfants.</p>	<p>Elle reprend l'imprimerie et le brevet de son mari, après sa mort  le 18 septembre 1865.</p>	
2137	GARROUSTE	Stanislas					<p>Il est écrivain public et veut utiliser une presse pour tirer des épreuves de ses travaux.</p>	
2138	GARSON	*Frédéric, Jean	1831-05-05	Paris	30798	<p>Il est né le 5 mai 1831 à Paris ; son père, Victor-René  Garson, était lithographe. Il est marié et père de famille. Depuis l'âge de 15 ans, il travaille chez son père comme ouvrier, contremaître et, finalement, gérant.<br>Il meurt le 14 juillet 1868.</p>	<p>Comme il a rempacé son père qui ne travaille plus dans l'imprimerie, il est mis en demeure, le 5 août 1867, de se mettre en règle en demandant un brevet personnel.</p>	
2139	GARSON	Victor, René	1796-12-07	Ploermel (Morbihan)	21909	<p>Il est né à Ploërmel (Morbihan) le 7 décembre 1796 ; son père était tailleur. Il a épousé une couturière et il est père de famille. Il habite Paris depuis 1830.</p>	"<p>Artiste peintre, il avait fait, avant la révolution de 1830, des fac-similés de portraits au pastel pour le compte de la famille Saint-Aulaire ; le conservateur de la Bibliothèque royale où étaient conservés ces portraits, eut l'idée d'en faire une publication. Le projet fut arrêté par les événements, mais Garson les reporta sur pierre lithographique, puis les mit en couleurs. Ce fut le point de départ de ses recherches. Pour justifier sa demande de brevet, il se dit donc l'inventeur d'un procédé pour imprimer en couleurs sur la pierre lithographique, ""à l'instar de la gravure en couleurs à plusieurs planches"". Après des essais dispendieux, il souhaite exploiter son invention et en tirer quelque revenu. Le commissaire inspecteur Bailleul juge que ces recherches ""pourraient amener un résultat utile au développement de l'art lithographique"", même  s'il reconnaît que la fusion des couleurs n'est pas encore totalement satisfaisante. Garson, qui imprime en quatre passages, n'est pas loin des recherches d'Engelmann à la même époque. À l'Exposition des produits de l'Industrie de 1838, où triomphe Engelmann, il expose un Chef albanais en couleurs, produisant les planches intermédiaires de chaque couleur.<br>Le 25 juillet 1851, il avise l'administration qu'il reprend l'exploitation de son brevet, signe qu'il était menacé d'une suppression de brevet pour cause d'inexploitation. Son fils travaille avec lui et bientôt à sa place. Ils impriment des textes autographiés.</p>"	
2140	GARSON	Victor, Urbain	1835-05-15	Paris	30798	<p>Il est né le 15 mai 1835 à Paris. Il est marié.</p>	"<p>Comme son frère Frédéric,il travaille dans l'imprimerie paternelle. À la mort de leur père, le brevet est transféré à l'aîné et les deux frères restent associés. Il décide de demander un brevet pour son propre compte pour un établissement à Ménilmontant  ""où il a déjà une certaine clientèle pour laquelle il exécutait des travaux dans l'atelier de son frère"". Sa spécialité consiste dans les effets de commerce.</p>"	
2141	GASQUET	Joseph, Jean, Auguste	1807-11-15	Pertuis (Vaucluse)	34166	<p>Il est né le 22 avril 1807 à Pertuis (Vaucluse) où son père était propriétaire. Il a travaillé chez Arnaud comme ouvrier lithographe.</p>	<p>Il obtient son brevet malgré les réserves du Préfet concernant la nécessité de créer unnouveau brevet. En 1859, il n'exerce plus et son brevet est annulé.<br></p>	
2142	GASTÉ	Louis	1826-03-28	Mesnil-Tôve (Manche)	19036	<p>Il est né le 28 mars 1826 au Mesnil-Tôve (Manche) ; son père était fabricant de papier. Il est marié et père de famille. Il a été associé  au marchand papetier Lefèvre, installé au 6, rue du  Faubourg Poissonnière.</p>	"<p>Il rachète l'imprimerie de Gardon et annonce son intention de faire de la ""lithographie de luxe et de la papeterie de choix"". Il semble avoir signé les illustrations des partitions de la collection de La Jeunesse dansante ; il imprimera aussi des étiquettes : Suprême essence de boeuf Biardot (1880)...</p>"	
2143	GASTEL	Jean, Marie	1812-02-14	Fougères (Ille-et-Vilaine)	13921	<p>Il est né le 14 février 1812 à Fougères ; son père était huissier.</p>	<p>Il avait d'abord obtenu ses brevets d'imprimeur en lettres et de libraire le 5 avril 1845.</p>	
2144	GATEAU	Jules, Alexandre	1819-06-29	Pontoise (Seine-et-Oise)	36523	<p>Il est né le 29 juin 1819 à Pontoise (Seine-et-Oise) ; son père était cultivateur. Il a été ouvrier lithographe avant de s'installer marchand d'ustensiles d'imprimerie ; il s'est trouvé en faillite en 1861, mais il a obtenu un concordat l'année suivante et depuis lors, il a désintéressé ses créanciers. Il est propriétaire d ela maison de la rue de Tanger.<br>En 1850, il avait été condamné à six jours de prison pour entrave à la liberté des enchères.</p>	<p>Dès son installation, il possède 4 presses et 1 machine à vapeur. Il est soupçonné de ne pas vouloir exploiter lui-même son brevet et de vouloir confier son imprimerie à un ouvrier habile mais de nationalité belge.</p>	
2145	GATINEAU	Alphonse, Jean-Baptiste	1801-08-16	Orléans (Loiret)	17419	<p>Il est né le 16 août 1801 à Orléans ; son père était perruquier. Il a été représentant pour Firmin-Didot jusqu'en 1830, puis il a épousé en 1831 une libraire d'Orléans.</p>	"<p>Sa femme lui transfère son brevet de libraire le 3 mars 1834  (il le cèdera à son fils en septembre 1862) et il obtient un brevet d'imprimeur en lettres le 5 mai 1836, pour imprimer des livres religieux et des classiques pour les établissement d'enseignement religieux. Il cède ce brevet en décembre 1847 ""pour des raisons de santé et de famille"", mais le reprend le 16 octobre 1848. Il quitte Orléans en mars 1853 et cède son brevet d'imprimeur en lettres à Ambroise Eugène Chenu le 28 avril 1856 ; son brevet de lithographe est annulé en 1859 : le commissaire enquêteur constate -et sa femme le confirme- qu'il n'avait jamais acheté le matériel nécessaire, n'ayant repris de Perdrix que du petit matériel.</p>"	
2146	GAUBERT	René, Louis, André	1854-11-21	Amboise (Indre-et-Loire)	14414	<p>Il est né le 21 novembre 1854 à Amboise (Indre-et-Loire). Il a d'abord été compositeur.</p>	<p>Il pratique typographie, lithographie et taille-douce. Il remplace Pierre Jules Huard.</p>	
2147	GAUD	Joseph					<p>Il est typographe et lithographe.</p>	
2148	GAUDARD	Étienne		Dole (Jura)	15406	<p>Il est né à Dole où il est relieur.</p>	"<p>Sa demande, précoce, est accueillie favorablement par le Préfet qui pense que ""son installation ouvrirait une nouvelle branche d'industrie dans [son] département qui a besoin d'une impulsion bienfaisante  pour se procurer des moyens de prospérité.""</p>"	
2149	GAUDET, veuve LAMORÉE	Henriette, Geneviève, Joséphine	1776-01-29	Nantes (Loire-inférieure)	17082	<p>Elle est née le 29 janvier 1776 à Nantes. Son père était marchand fayencier.<br>Elle meurt le 21 octobre 1856.</p>	<p>Elle a épousé le 13 février 1802 l'imprimeur et surtout libraire Vincent Lamorée ; il est victime d'une attaque qui le laisse paralysé avant de mourir le 15 janvier 1829. Elle reprend alors ses brevets d'imprimeur en lettres et de libraire le 29 mai 1829 et dirige l'imprimerie avec l'aide de ses enfants (elle en a sept) : elle  rappelle auprès d'elle son fils ainé pour l'imprimerie et confie à un autre de ses fils la librairie. Elle ne démissionne de ses brevets en faveur de son fils ainé qu'en 1836, transmettant à son cadet le brevet de librairie.</p>	
2150	GAUDEZ	Pierre	1780-05-26	Tournus (Saône-et-Loire)	29778	<p>Il est né à Tournus le 28 février 1780. Son père était entrepreneur. Il est peintre et architecte. Il est lieutenant de la Garde nationale. Il meurt le 8 décembre 1859 à Tournus.</p>	<p>Il n'a jamais exploité son brevet.</p>	
2151	GAUDIN	Louis, Marie	1815-02-02	Nantes (Loire-inférieure)	17082	<p>Il est né le 2 février 1815 à Nantes. Son père était charpentier de marine. Il est  entré chez Charpentier, en avril 1829, comme apprenti, puis comme écrivain lithographe. Il est licencié en 1848 car les affaires sont mauvaises.</p>		
2152	GAUDON	Antoine	1821-06-04	Saint-Germain-de-Salles	1471	<p>Il est né le 4 juin 1821 à Saint-Germain-de-Salles ; ses parents étaient laboureurs et lui-même se dit propriétaire.</p>	<p>Il est le premier lithographe à Gannat où il est, dit-il, accablé de travail. Il obtient le 6 mars 1869 un brevet d'imprimeur en lettres. À sa mort en 1877, son fils prend sa succession.</p>	
2153	GAUDON	Gilbert, Auguste					<p>Il prend la succession de son père.</p>	
2154	GAUGAIN	Armand, Pierre, *Henri	1802-06-15	Rouen (Seine-inférieure)	31330	<p>Il est né le 15 juin 1802 à Rouen (Seine-inférieure) ; son père était négociant, puis rentier (il possèderait 20 000 livres de rente). Le fils a fait de bonnes études et a été envoyé à Paris pour faire son droit. Il préferait la lithographie. Il a travaillé plusieurs années chez Bove / Noël et cie comme chef  d'atelier.</p>	"<p>En 1826, fournissant l'essentiel des capitaux, il s'associe avec Noël et Lambert pour reprendre le brevet de Charles Constans, mais celui-ci reprend en juillet la démission qu'il avait donnée le 26 juin en leur faveur. C'est le brevet de Bove qu'il reprend, sans Noël qui est mort, sous la raison sociale H. Gaugain et cie.<br>Il achève la réunion des planches de <em>L'Enéide, suite de compositions de Girodet lithographiées d'après ses dessins par ses élèves, publiée par M. Pannetier</em>, et imprimée en 1826 par Noël, en la complétant de celles des <em>Géorgiques </em>(1827<em>)</em>. Il imprime de belles séries comme celle consacrée à la Malmaison, due à Monthélier et Tirpenne, les Promenades à Chantilly de Charles Guérard, Les paysages du Doubs d'Édouard Hostein, Les Grisettes d'Henry Monnier (1829) puis sa Galerie théâtrale, Les Chroniques de France qui réunissent Devéria, Roqueplan et Delacroix, des illustrations de Roqueplan pour les romans de W. Scott... Il est l'imprimeur du superbe Tigre royal de Delacroix (1829).  Sa production est emblématique du romantisme. À l'Exposition des produits de l'industrie française de 1827, Gaugain, Lambert et compagnie obtiennent une Mention honorable.<br>En 1829, iI ouvre un magasin d'estampes rue Vivienne et s'associe avec E. Ardit, mais aussi avec Engelmann, Graf et Coindet pour le marché britannique. Progressivement il abandonne l'imprimerie pour le seul commerce des estampes.<br>La direction de la Librairie lui a retourné une estampe intitulée ""Elle attend"", en lui demandant de modifier le titre. Comme elle a déjà été tirée à 300 exemplaires avec son titre, Gaugain argumente : ""Le titre  nous a paru tirer d'autant moins à conséquence que  la femme est entièrement vêtue et  dans une position tout à fait décente. La jeune fille qui ne sait rien, n'y entendra pas malice, la demoiselle <em>instruite </em>n'y verra qu'un joli dessin"", et rappelle qu'il a toujours été  respectueux des règlements.</p>"	Extrait du catalogue jusqu'en 1828 sur le papier à lettres de l'imprimeur. Revu E. P., 1/11/2019
2155	GAULON	Cyprien	1777-09-16	Fort-Dauphin (Haïti)		<p>Il est né en 1777 à Fort-Dauphin en Haïti et mort le 1er mai 1858. Orphelin de bonne heure, il est confié à des armateurs de Bordeaux avant d'aller faire ses études à l'Ecole royale de Sorèze jusqu'en 1791. Il s'engage ensuite dans les armées républicaines qu'il quitte en 1796.Il semble avoir fait divers métiers et essayé de retourner aux Antilles avant d'ouvrir en 1815 une petite école à Bordeaux et enseigner l'écriture.<br>Il meurt le 15 janvier 1858.</p>	"<p>Si Eugène Cabillet se dit ""l'introducteur de la lytographie"" à Bordeaux, ce que semble attester une lithographie de Galard remarquée par ses contemporains en 1817, Gaulon, pour soutenir sa demande de brevet, affirme : ""Plusieurs expériences que j'ai faites d'après les mémoires publiés par l'Institut ont eu un succès assez complet pour satisfaire le public.""  Cela donne à penser qu'au même moment, il faisait lui aussi des essais de ce procédé, mais, à la différence de Cabillet, il a demandé un brevet et commencé une riche carrière de lithographe à Bordeaux : en 1829, il a 12 presses. La <em>Bibliographie de la France</em> signale dans son numéro du 13 juin 1818 son premier dépôt de 3 lithographies (Mort de M. Fualdès, par Brun ; Grenadiers défendant leur drapeau contre un parti d'Écossais ; Le comte d'Artichaut, par Galard)<br> À côté de travaux de ville qui utilisent ses talents d'écrivain lithographe, il  a une production variée d'estampes : cartes géographiques, portraits d'ecclésiastiques, d'artistes ou de personnages historiques, paysages, plans, vues pittoresques de Bordeaux... Il reste célèbre pour les 4 planches tauromachiques connues sous le nom de <em>Taureaux de Bordeaux</em> dont Goya, lors de son séjour dans cette ville, lui confia l'impression en 1825 ; cette collaboration fut aussi l'occasion pour l'artiste espagnol de faire, outre trois autres lithographies, le portrait de l'imprimeur. Il a aussi imprimé des oeuvres de Gustave de Galard, peut-être rencontré déjà à Sorèze (25 lithographies dans des genres divers entre 1818 et 1826, et, en 1823, l'<em>Album bordelais</em> et ses 32 lithographies, vendu en 8 livraisons), mais aussi  Pallières, Lacour fils, Alaux et Devéria.<br>Il participe à l'Exposition annuelle des produits de l'industrie et des arts de Bordeaux où le jury voit  ""avec satisfaction la netteté qui distingue ses travaux"" ! Cependant, Delacroix raconte dans une lettre adressée à Laurent Matheron le 10 décembre1855 : ""J’ai eu l’occasion de trouver à Bordeaux même et chez  un lithographe  qui demeurait près du Grand Théâtre quelques planches lithographiées représentant des combats de taureaux et un portrait lithographié de sa [celle de Goya] main, tous ouvrages assez faibles et qui doivent être de sa vieillesse. »<br>Il est client des Papeteries d'Angoulême (voir notice Châtenet).</p>"	
2156	GAULON, veuve WETTERWALD	Marie, Lydia	1824-12-13	Bordeaux (Gironde)	12988	<p>Elle est née à Bordeaux le 13 décembre 1824. Son père était imprimeur. Elle a épousé l'imprimeur Michel Wetterwald.</p>	<p>Elle prend  le 8 mai 1877 la succession de son mari qui vient de mourir. Ses fils Charles et Louis lui succèderont sous la raison sociale Wetterwald frères. Les étiquettes pour la production vinicole restent une grande part de leur activité, mais depuis longtemps, l'imprimerie  travaille pour d'autres produits alimentaires et imprime divers objets publicitaires, comme des calendriers.<br>L'entreprise est encore aujourd'hui le 5e producteur d'étiquettes sur le marché français.</p>	
2157	GAUSSOIN, veuve JOBARD	Élisabeth, Françoise	1804-08-03	Fontainebleau (Seine-et-Marne)	31723	<p>Elle est née le 3 août 1804 à Fontainebleau (Seine-et-Marne). Elle a épousé le lithographe Joseph Jobard dont elle a eu deux enfants, encore jeunes quand elle se retrouve veuve en 1835. Quand elle aura transmis l'imprimerie à son fils en 1853, il semble qu'elle ait quitté Dijon pour suivre son second mari devenu receveur des finances à Saverne en 1856.<br>Elle meurt en 1882.</p>	"<p>Elle obtient de reprendre le brevet de son mari à la condition, posée par le Préfet, qu'elle renonce à imprimer, comme l'avait fait son mari, des ""publications coupables"", c'est-à-dire d'inspiration républicaine.<br>Elle poursuit l'impression du <em>Voyage  pittoresque en Bourgogne</em>, commencée par son mari. Elle imprime aussi les illustrations d'ouvrages historiques comme le <a href=""https://patrimoine-archives.grand-dole.fr/ark:/55063/a011479403228zizQ5z""><em>Précis statistique de l'arrondissement de Dole</em></a>, d'Armand Marquiset (1842). Outre l'impression lithographique, elle tient commerce de papiers, cartonnages, estampes et ""objets de fantaisie"".<br>Après son remariage en 1840, l'imprimerie ""Veuve E. Jobard"" devient l'imprimerie ""Guasco-Jobard"". Son fils Eugène travaille avec elle avant de lui succéder.</p>"	
2158	GAUTHERET	Charles, Victor	1842-06-27	Dijon (Côte-d'or)	7168	<p>Il est né à Dijon le 27 juin 1842.</p>	<p>Il veut utiliser une presse autographique pour copier seulement de la musique.</p>	
2159	GAUTHEY	Gilbert, Claude	1844-02-04	Gergy (Saône-et-Loire)	29459	<p>Il est né à Gergy (Saône-et-Loire) le 4 février 1844. Son père était propriétaire. Il est arpenteur forestier et géomètre.</p>	<p>Il avait aussi fait une demande de brevet  d'imprimeur en lettres, mais le dossier n'a pas eu le temps d'être traité avant la chute de l'Empire. Il fait donc une déclaration le 8 mai 1871.</p>	
2160	GAUTHIER	Jean-Baptiste	1826-08-17	Avignon (Vaucluse)	34084	<p>Il est né le 17 août 1826 à Avignon (Vaucluse). Son père, chasseur au 19e régiment d'infanterie, et sa mère, vivandière,  ont servi dans presque toutes les campagnes napoléoniennes entre 1806 et 1813. Il est ouvrier lithographe depuis son installation à Paris  en 1844 et travaille chez Dauthuille depuis 1847. Il est marié et père de famille.</p>	"<p>Il avait sollicité une première fois un brevet d'imprimeur lithographe en août 1854. Bien qu'il ait joint à sa demande les états de service de ses parents, le directeur de la Sûreté lui répond le 18 août que ""par une décision ministérielle qui remonte à 1849 et qui a fait depuis la règle de l'administration, il a été arrêté qu'à l'avenir aucun brevet d'imprimeur lithographe ne serait délivré dans le département de  la Seine que par voie de transfert"".  Il rachète donc l'imprimerie de Lucas  le 23 janvier 1857.</p>"	Revu E. P., 1/11/2019.
2161	GAUTHIER	Napoléon, *Prosper	1834-01-17	Tours (Indre-et-Loire)	14667	<p>Il est né le 17 janvier 1834 à Tours  (Indre-et-Loire). C'est le fils naturel d'une jeune couturière. Il a servi pendant 5 ans au 12e régiment de dragons et a terminé maréchal des logis. Depuis 8 ans, il est employé chez Coulboeuf.  Il est marié.</p>	<p>Il aurait 7 000 F de ressources pour s'installer et veut faire des travaux de ville.</p>	
2162	GAUTHIER	Jean, Antoine, Frédéric	1797-11-10			<p>Il est né à Lons-le Saunier le 10 novembre 1797. Il a commencé à travailler pendant sept ans avec son père, lui-même imprimeur.<br>Il meurt en 1862.</p>	"<p>Succédant à son père, il obtient le 20 juin 1826 les brevets d'imprimeur en lettres et de libraire, et reprend  l'imprimerie concurrente de Delavau qu'il fusionne avec sa propre entreprise.  À la suite de son père, il est l'imprimeur de la Préfecture et imprime l'<em>Annuaire du département du Jura</em>. Il a une importante production typographique de pétitions, discours, rapports etc., mais aussi d'ouvrages d'agriculture, médecine, histoire locale, religion... La lithographie est peu mise à contibution dans ces ouvrages. En revanche, elle est utilisée pour les travaux de ville.<br>Par deux fois, il est condamné : pour défaut d'adresse, en 1827, pour une <em>Pétition à MM. les membres de la Chambre des députés  </em>; en décembre 1850, pour absence de déclaration d'une <em>Sanctification du dimanche </em>due "" à des personnes honorables de Lons"".  Il obtient pour cette dernière affaire, en juin 1851, une remise complète de l'amende de 500 F.</p>"	
2163	GAUTHIER	Léandre	1797-02-28	Lons-le-Saunier (Jura)	15502	<p>Il est né le 28 février 1797 à Lons-le-Saunier (Jura). Son père était libraire. Il a travaillé dans plusieurs imprimeries de Lons-le-Saunier et Besançon (Delavau, Courbet, Jean Gauthier, Toulin). Il est marié et père de 4 enfants.</p>	<p>Il est aussi breveté libraire car l'administration l'a obligé, en 1820, à faire la demande d'un brevet personnel alors qu'il était associé avec son frère pour l'exploitation de la librairie paternelle et utilisait la raison sociale Gauthier frères et cie. Son entreprise emploie près de 90 personnes malgré les grandes difficultés financières rencontrées en 1830. Il demande l'autorisation d'établir une presse typographique à l'hospice de Bellevaux qui accueille des aliénés, des vagabonds et des condamnés en correctionnelle. Il souhaite créer une véritable école typographique qui dispenserait une formation professionnelle aux pensionnaires. Cette initiative soulève les protestations des autres libraires et imprimeurs de Besançon qui considèrent qu'avec 60 ouvriers les ateliers de Bellevaux constituent pour Gauthier une seconde imprimerie, ce qui est illégal.<br>Il a racheté l'imprimerie Toulin et l'a développée en y ajoutant fonderie de caractères et de mécanismes de presse. Le brevet qu'il prend en 1835 doit lui permettre de vendre des presses d'un modèle qu'il a mis au point avec son chef ouvrier- mécanicien Jean-Baptiste Echer. il fait faillite et ses biens sont saisi en 1839.<br>En 1843, il décide de partir pour Paris.</p>	Est joint au dossier un long règlement des ateliers Gauthier et les principes de formation et de rémunération des jeunes apprentis.
2164	GAUTHIER	Antoine, Claude, Marie	1896-03-08	Paris	30798	"<p>Il est né le 8 mars 1796 à Paris et il y a travaillé pendant 30 ans ""dans les meilleurs établissements"". Il a choisi de venir à Lorient car il y a de la famille.</p>"	<p>Il souhaite établir une presse zincographique car il a fait des recherches sur ce procédé, et joint une reproduction d'une page de texte pour convaincre de l'intérêt de ce type d'impression. Il pense aussi imprimer en taille-douce car il veut faire des travaux de ville courants ainsi que des reproductions de dessins pour les artistes. Toutefois, à cette époque, seule l'utilisation de la presse zincographique nécessite un brevet de lithographe. Il quitte ensuite Lorient pour travailler comme ouvrier lithographe à Nantes et son brevet est annulé en 1859.</p>	
2165	GAUTHIER	Jacques, François	1827-11-20	Louhans (Saône-et-Loire)	29506	<p>Il est né à Louhans (Saône-et-Loire) le 20 novembre 1827 ; son père était boulanger. Il a vécu à Louhans où il était agent voyer, et à Lyon avant de venir à Valréas.</p>	"<p>La transmission du brevet traîne et, en juin 1867, Jabert s'en plaint  car il attend après son argent dont il a un besoin pressant. La raison de cette lenteur est le peu d'empressement du Préfet qui se plaint que Valréas est ""trop loin pour être bien surveillé"". Gauthier obtient finalement ensemble ses deux brevets d'imprimeur typographe et lithographe. C'est son frère Antoine qui lui succèdera.</p>"	
2166	GAUTHIER	Antoine				<p><br></p>	<p>Il était typographe à Trévoux et il a acheté l'imprimerie de son frère Jacques qu'il remplace comme typographe et lithographe. En janvier 1873, il s'associe avec sa belle-mère qui reprend l'imprimerie à son décès.</p>	
2167	GAUTHIER-PROUST	Maximilien					<p>Il remplace François Brouard.</p>	
2168	GAUTRIN	Alexandre, Théodore					<p>Il est libraire, typographe et lithographe, ayant racheté l'entreprise de Leroy.</p>	
2169	GAUVARD, veuve MAGNIER	Louise, Antoinette	1814-11-06			<p>Elle est née le 6 novembre 1814. À la mort de son mari, le grand imprimeur de musique Magnier,  elle reste seule avec 5 enfants.</p>	<p>Elle reprend les brevets de taille-doucier et de lithographe de son mari et continue l'exploitation de l'imprimerie spécialisée dans l'impression de la musique  : danses de salon et romances pour près de 200 titres. Expropriée de la rue Lamartine, elle part s'installer rue Rodier,  à deux adresses, mais s'engage à faire cesser cette situation dès le vote de la nouvelle loi sur la presse ; elle ne garde en effet, que le 41 de la rue Rodier. Son entreprise est reprise en 1872 par le lithographe illustrateur Émile Delay. L'imprimerie Vve Magnier devient Magnier et Delay.</p>	Revu E. P., 1/11/2019.
