entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_illustration2_fid;field_illustration2_alt;field_illustration2_title;field_illustration2_width;field_illustration2_height
node;imprimeur_lithographe;0;22774;22774;und;1;2579;"";Plan général de la maison du Bon-Sauveur;731;609
node;imprimeur_lithographe;0;22774;22774;und;2;2580;"";L'Éolienne, voiture à voiles;448;668
node;imprimeur_lithographe;0;22774;22774;und;3;2581;"";Tableau comparatif [...] des états du monde;737;569
node;imprimeur_lithographe;0;22774;22774;und;4;2582;"";Sarrette, fondateur du Conservatoire de musique;384;572
node;imprimeur_lithographe;0;22774;22774;und;5;2583;"";Plan des terrains de l'Enclos de la Boule rouge;815;691
node;imprimeur_lithographe;0;22774;22774;und;6;4131;"";Tableau des finales des verbes;1365;1054
node;imprimeur_lithographe;0;22779;22779;und;0;2586;"";Jeu de cartes;1390;1054
node;imprimeur_lithographe;0;22780;22780;und;0;2587;"";Guide Sajou. 1851.;716;590
node;imprimeur_lithographe;0;22780;22780;und;1;2720;"";Planche d'un jeu de cartes;1390;1054
node;imprimeur_lithographe;0;22783;22783;und;0;2562;"";Auguste Romagnesi;438;634
node;imprimeur_lithographe;0;22783;22783;und;1;2563;"";Le duc d'Angoulême visitant le Mont-de-piété;940;700
node;imprimeur_lithographe;0;22783;22783;und;2;2564;"";Tableaux de Paris. Promenade de la duchesse de Berri et des enfants de France;833;618
node;imprimeur_lithographe;0;22783;22783;und;3;2565;"";Tableaux de Paris. Le coup de vent.;873;636
node;imprimeur_lithographe;0;22783;22783;und;4;2566;"";Tableaux de Paris. Le marché aux chiens.;799;617
node;imprimeur_lithographe;0;22783;22783;und;5;2569;"";Solfèges pour une voix;480;724
node;imprimeur_lithographe;0;22783;22783;und;6;2570;"";Costume de Marino Faliero;724;620
node;imprimeur_lithographe;0;22783;22783;und;7;2571;"";Château du côté de la campagne [B.M. Dijon];946;723
node;imprimeur_lithographe;0;22783;22783;und;8;2572;"";Vue de Dijon, 1822. [B.M. Dijon];1063;575
node;imprimeur_lithographe;0;22785;22785;und;0;3514;"";Les moines de Ménilmontant;852;619
node;imprimeur_lithographe;0;22785;22785;und;1;3515;"";Anvers, tableau synoptique du siège d ela citadelle;407;636
node;imprimeur_lithographe;0;22785;22785;und;2;3516;"";Plan de la place d'Anvers;881;621
node;imprimeur_lithographe;0;22785;22785;und;3;3517;"";Carte statistique d ela France électorale, 1839.;856;671
node;imprimeur_lithographe;0;22785;22785;und;4;3518;"";The chain of Mont-Blanc;798;579
node;imprimeur_lithographe;0;22785;22785;und;5;3519;"";Carte des lignes de Torres Vedras;741;665
node;imprimeur_lithographe;0;22785;22785;und;6;3520;"";Carte itinéraire de la Savoie;709;628
node;imprimeur_lithographe;0;22787;22787;und;0;3521;"";Événement survenu sur le chemin de fer de Versailles;848;690
node;imprimeur_lithographe;0;22787;22787;und;1;3522;"";Peuples arya-européens;434;692
node;imprimeur_lithographe;0;22788;22788;und;0;3550;"";Carte de visite  [A. N. F/18/1800];2477;1658
node;imprimeur_lithographe;0;22796;22796;und;0;3497;"";Rubini;339;564
node;imprimeur_lithographe;0;22796;22796;und;1;3498;"";Le portrait du duc de Reichstadt;412;577
node;imprimeur_lithographe;0;22796;22796;und;2;3499;"";Alphonse de Lamartine;355;528
node;imprimeur_lithographe;0;22796;22796;und;3;3500;"";Arrestation de la duchesse de Berry;758;604
node;imprimeur_lithographe;0;22796;22796;und;4;3501;"";Famille du duc d'Orléans;800;648
node;imprimeur_lithographe;0;22796;22796;und;5;3502;"";Giacomo Meyerbeer;429;621
node;imprimeur_lithographe;0;22796;22796;und;6;3504;"";Étienne Arago;350;503
node;imprimeur_lithographe;0;22796;22796;und;7;3506;"";Mme Persiani;380;626
node;imprimeur_lithographe;0;22797;22797;und;0;3495;"";Emballages de cartes à jouer;1043;691
node;imprimeur_lithographe;0;22797;22797;und;1;3496;"";Emballage de cartes superfines;305;330
node;imprimeur_lithographe;0;22798;22798;und;0;3494;"";Almanach du ciel pour 1869;803;624
node;imprimeur_lithographe;0;22805;22805;und;0;3718;"";Famille royale;1024;1446
node;imprimeur_lithographe;0;22805;22805;und;1;3719;"";Le dey d'Alger et Charles X;373;391
node;imprimeur_lithographe;0;22805;22805;und;2;3720;"";Cré coquin...comme on s'enfonce..;326;417
node;imprimeur_lithographe;0;22805;22805;und;3;3721;"";Les amours de Camoëns;395;658
node;imprimeur_lithographe;0;22805;22805;und;4;3847;"";Céderic. [B.M. Bordeaux];858;1105
node;imprimeur_lithographe;0;22816;22816;und;0;3726;"";Les femmes libres;903;1566
node;imprimeur_lithographe;0;22818;22818;und;0;3727;"";Esquisses pittoresques du département de l'Indre;425;688
node;imprimeur_lithographe;0;22818;22818;und;1;3728;"";Esquisses pittoresques... Aigurande, Cluis;416;695
node;imprimeur_lithographe;0;22818;22818;und;2;3729;"";Forêt de Chinon;957;696
node;imprimeur_lithographe;0;22818;22818;und;3;3730;"";Carte de la Brenne;1130;621
node;imprimeur_lithographe;0;22818;22818;und;4;3731;"";Plan de Guingamp;886;615
node;imprimeur_lithographe;0;22818;22818;und;5;3732;"";Fac similé d'une lettre de Louis-Philippe;1024;1330
node;imprimeur_lithographe;0;22821;22821;und;0;3735;"";Fieschi dit Gérard;824;542
node;imprimeur_lithographe;0;22821;22821;und;1;3736;"";Maison du boulevard du Temple;522;651
node;imprimeur_lithographe;0;22821;22821;und;2;3737;"";Chapelle ardente dédiée aux familles...;772;660
node;imprimeur_lithographe;0;22821;22821;und;3;3738;"";Voyage pittoresque et archéologique...;514;393
node;imprimeur_lithographe;0;22821;22821;und;4;3739;"";Voyage pittoresque et archéologique...;530;412
node;imprimeur_lithographe;0;22821;22821;und;5;3740;"";Excursions dans les Pyrénées. ;486;646
node;imprimeur_lithographe;0;22821;22821;und;6;3741;"";Le gave de Gabas;680;505
node;imprimeur_lithographe;0;22822;22822;und;0;3742;"";Échantillon fourni avec le dossier, 1853.  [A. N.];1751;2727
node;imprimeur_lithographe;0;22822;22822;und;1;3743;"";Échantillon  [A. N.];1695;2141
node;imprimeur_lithographe;0;22822;22822;und;2;3744;"";Échantillon  [A. N.];1564;2488
node;imprimeur_lithographe;0;22823;22823;und;0;3765;"";Plan de la citadelle d'Anvers;1016;553
node;imprimeur_lithographe;0;22823;22823;und;1;3766;"";Auch;910;640
node;imprimeur_lithographe;0;22823;22823;und;2;3767;"";Toulouse;826;613
node;imprimeur_lithographe;0;22823;22823;und;3;3768;"";Rouen;1492;1054
node;imprimeur_lithographe;0;22823;22823;und;4;3769;"";Le port d'Alger;822;685
node;imprimeur_lithographe;0;22825;22825;und;0;3745;"";Vallée de Munster;1536;826
node;imprimeur_lithographe;0;22825;22825;und;1;3746;"";Album de problèmes et dessins;458;674
node;imprimeur_lithographe;0;22825;22825;und;2;3747;"";La Halte au moulin;555;748
node;imprimeur_lithographe;0;22826;22826;und;0;3748;"";Honneur et reconnaissance;884;711
node;imprimeur_lithographe;0;22827;22827;und;0;3750;"";Société des affrèteurs. Affiche.;890;649
node;imprimeur_lithographe;0;22827;22827;und;1;3751;"";Thé de la caravane. Affiche.;887;614
node;imprimeur_lithographe;0;22827;22827;und;2;3752;"";La France, compagnie d'assurance. Affiche.;424;653
node;imprimeur_lithographe;0;22827;22827;und;3;3753;"";Agence Unique. Affiche.;499;673
node;imprimeur_lithographe;0;22827;22827;und;4;3754;"";Chocolar Debauve et Gallais. Affiche.;828;642
node;imprimeur_lithographe;0;22827;22827;und;5;4278;"";Chocolat Cuillier. [BHVP];3433;2400
node;imprimeur_lithographe;0;22829;22829;und;0;3755;"";Attaque de la barricade place Maubert;734;593
node;imprimeur_lithographe;0;22829;22829;und;1;3756;"";Lamartine, représentant du Peuple;379;634
node;imprimeur_lithographe;0;22829;22829;und;2;3757;"";Napoléon, son fils et ses neveux;442;650
node;imprimeur_lithographe;0;22829;22829;und;3;3758;"";Rattier, sergent et représentant du Peuple;461;670
node;imprimeur_lithographe;0;22829;22829;und;4;3759;"";S. M. l'Impératrice;418;596
node;imprimeur_lithographe;0;22829;22829;und;5;3760;"";Napoléon III;513;693
node;imprimeur_lithographe;0;22829;22829;und;6;3762;"";Naissance du Prince impérial;858;664
node;imprimeur_lithographe;0;22829;22829;und;7;3761;"";Distribution des drapeaux;721;586
node;imprimeur_lithographe;0;22832;22832;und;0;961;"";Journal des modes parisiennes, La sortie des Italiens. 1855.;1250;1054
node;imprimeur_lithographe;0;22832;22832;und;1;3339;"";Exemple pour le Chocolat de l'armateur  [A. N.];2047;968
node;imprimeur_lithographe;0;22832;22832;und;2;3340;"";Chocolat de l'armateur  [A. N.];2059;975
node;imprimeur_lithographe;0;22832;22832;und;3;3341;"";Chocolat de l'armateur  [A. N.];1592;824
node;imprimeur_lithographe;0;22832;22832;und;4;3342;"";Le Salon;657;562
node;imprimeur_lithographe;0;22839;22839;und;0;3343;"";Madame la duchesse d'Orléans;379;522
node;imprimeur_lithographe;0;22841;22841;und;0;1073;"";Itinéraires vélocipédiques des environs de Paris, 1894.;1477;1054
node;imprimeur_lithographe;0;22841;22841;und;1;1074;"";Odilon Redon, [Hantise], 1894.;1024;1556
node;imprimeur_lithographe;0;22841;22841;und;2;1075;"";Palais des arts libéraux. Blanc et noir. 1892.;1024;1473
node;imprimeur_lithographe;0;22841;22841;und;3;1076;"";J. Forest, Globe terrestre, 1891.;1024;1345
node;imprimeur_lithographe;0;22841;22841;und;4;1077;"";Les Pyrénées vues de Pau, 1890.;1536;1053
node;imprimeur_lithographe;0;22841;22841;und;5;1078;"";G. Gaulard, Grand alphabet militaire, 1889.;1024;1415
node;imprimeur_lithographe;0;22841;22841;und;6;1079;"";Carte des usines à papier de la France, 1886.;1300;1054
node;imprimeur_lithographe;0;22841;22841;und;7;1080;"";Marine marchande et commerce maritime des principaux pays, 1885.;1309;1054
node;imprimeur_lithographe;0;22841;22841;und;8;1081;"";Dépenses de premier établissement des chemins de fer du monde, 1885.;1298;1054
node;imprimeur_lithographe;0;22841;22841;und;9;1082;"";Plan de Paris avec le tracé du métropolitain (projet), 1882.;1312;1054
node;imprimeur_lithographe;0;22841;22841;und;10;1083;"";Carte des emplacements et des effectifs de paix de l'Empire allemand, 1882.;1291;1054
node;imprimeur_lithographe;0;22841;22841;und;11;1084;"";Teintes conventionnelles (topographie). 1880.;1348;1054
node;imprimeur_lithographe;0;22841;22841;und;12;1104;"";Almanach illustré de la jeune mère..., 1878.;1024;1465
node;imprimeur_lithographe;0;22841;22841;und;13;1086;"";Carte géologique et agronomique de la Moselle, 1878.;1209;1054
node;imprimeur_lithographe;0;22841;22841;und;14;1105;"";La France rouge, Immoralité. Criminalité.Radicalisme.1877.;1536;1030
node;imprimeur_lithographe;0;22841;22841;und;15;1087;"";Projet de Lesseps : chemin de fer central-asiatique, 1875.;1335;1054
node;imprimeur_lithographe;0;22841;22841;und;16;1088;"";Plano de Santiago, 1875.;1024;1214
node;imprimeur_lithographe;0;22841;22841;und;17;1089;"";Planisphère Grégoire, 1875.;1369;1054
node;imprimeur_lithographe;0;22841;22841;und;18;1090;"";Presqu'île Ducos, Nouvelle-Calédonie, 1874.;1374;1054
node;imprimeur_lithographe;0;22841;22841;und;19;1091;"";Concours pour la reconstruction du Temple neuf à Strasbourg, 1872.;1536;936
node;imprimeur_lithographe;0;22841;22841;und;20;1092;"";Carte de la Confédération Argentine, avec statistiques..., 1871.;1024;1067
node;imprimeur_lithographe;0;22841;22841;und;21;1093;"";Théâtre de la guerre, 1870.;1348;1054
node;imprimeur_lithographe;0;22841;22841;und;22;1094;"";Direction de la marche de l'armée de Châlons vers Metz, 1870.;1409;1054
node;imprimeur_lithographe;0;22841;22841;und;23;1095;"";Carte pour l'intelligence [...] des voyages de Nordenskjöld, Wallace, Lejean...1870.;1417;1054
node;imprimeur_lithographe;0;22841;22841;und;24;1096;"";Carte routière du département du Nord, 1870.;1266;1054
node;imprimeur_lithographe;0;22841;22841;und;25;1097;"";Carte générale du réseau des Chemins de fer de l'Est, 1870.;1024;1130
node;imprimeur_lithographe;0;22841;22841;und;26;1098;"";Carte des opérations militaires..., 1870.;1296;1054
node;imprimeur_lithographe;0;22841;22841;und;27;1099;"";Souvenir du nouveau Paris,...plan simplifié pour se guider seul dans Paris, 1866.;1269;1054
node;imprimeur_lithographe;0;22841;22841;und;28;1100;"";L'Ecole de dessin, journal des jeunes artistes et des amateurs, 1864.;2048;2926
node;imprimeur_lithographe;0;22841;22841;und;29;1101;"";Panorama de la France à vol d'oiseau, 1861.;1350;1054
node;imprimeur_lithographe;0;22841;22841;und;30;1102;"";Album de L'Ecole de dessin, 1851.;2048;2892
node;imprimeur_lithographe;0;22841;22841;und;31;1103;"";Carte géologique de la France et des pays voisins.;1308;1054
node;imprimeur_lithographe;0;22842;22842;und;0;3400;"";Carte philosophique figurant la population;749;529
node;imprimeur_lithographe;0;22842;22842;und;1;3401;"";Carte figurative de la France politique;971;636
node;imprimeur_lithographe;0;22842;22842;und;2;3402;"";Carte d'une partie de la Pennsylvanie;1058;706
node;imprimeur_lithographe;0;22842;22842;und;3;3403;"";Carte d'une partie de la Pennsylvanie;1108;677
node;imprimeur_lithographe;0;22842;22842;und;4;3404;"";Carte statistique de la France électorale;839;641
node;imprimeur_lithographe;0;22852;22852;und;0;3433;"";Carte publicitaire [Coll. particulière];614;366
node;imprimeur_lithographe;0;22852;22852;und;1;3434;"";Carte publicitaire  [Coll. particulière];566;335
node;imprimeur_lithographe;0;22852;22852;und;2;3453;"";Carte professionnelle [Coll. particulière];535;308
node;imprimeur_lithographe;0;22852;22852;und;3;4272;"";Carte porcelaine professionnelle [Coll. particulière];2718;1860
node;imprimeur_lithographe;0;22855;22855;und;0;1433;"";Magasin C. Schneegans, Strasbourg.;1536;1026
node;imprimeur_lithographe;0;22858;22858;und;0;3650;"";Lettre de change datée de 1877  [Coll. particulière];2548;2314
node;imprimeur_lithographe;0;22860;22860;und;0;2682;"";V.-F. Santini par Dantan;232;363
node;imprimeur_lithographe;0;22860;22860;und;1;2683;"";L.A. E. Ponchard par Dantan;284;349
node;imprimeur_lithographe;0;22860;22860;und;2;2684;"";Hector Berlioz par Dantan;322;348
node;imprimeur_lithographe;0;22860;22860;und;3;4165;"";Catéchisme du Républicain;980;1566
node;imprimeur_lithographe;0;22860;22860;und;4;4166;"";Usine de la Compagnie parisienne d'éclairage;1444;1054
node;imprimeur_lithographe;0;22862;22862;und;0;992;"";Étiquette noir et or, fond rose. 1867. [Coll. particulière];2401;1617
node;imprimeur_lithographe;0;22862;22862;und;1;3911;"";Carte publicitaire avec tarif au verso [Coll. particulière];413;292
node;imprimeur_lithographe;0;22862;22862;und;2;3917;"";Étiquette blanc et or.  [Coll. particulière] ;585;360
node;imprimeur_lithographe;0;22862;22862;und;3;3958;"";Carte de représentant. 1860.   [Coll. particulière] ;1320;883
node;imprimeur_lithographe;0;22862;22862;und;4;4053;"";Étiquette blanc et or, 1868. [A.D. Loire-atlantique];502;411
node;imprimeur_lithographe;0;22862;22862;und;5;4055;"";Étiquette blanc, bleu et or, 1868. [A.D. Loire-atlantique];1366;1743
node;imprimeur_lithographe;0;22865;22865;und;0;2691;"";Lemonnier, de l'Opéra-comique;256;391
node;imprimeur_lithographe;0;22865;22865;und;1;2692;"";Madame Boulanger dans Le Muletier;994;1566
node;imprimeur_lithographe;0;22865;22865;und;2;2693;"";Madame Pradher;262;375
node;imprimeur_lithographe;0;22865;22865;und;3;2694;"";Une Lady;343;418
node;imprimeur_lithographe;0;22865;22865;und;4;3642;"";Raymond de Sèze;503;646
node;imprimeur_lithographe;0;22866;22866;und;0;2355;"";Histoire des végétaux fossiles;473;693
node;imprimeur_lithographe;0;22866;22866;und;1;2689;"";Histoire des végétaux fossiles;1024;1463
node;imprimeur_lithographe;0;22875;22875;und;0;3539;"";Décision mémorable prise par le Peuple français;830;616
node;imprimeur_lithographe;0;22882;22882;und;0;3789;"";Bal du Prado;1024;1413
node;imprimeur_lithographe;0;22883;22883;und;0;980;"";Étiquette de Volnay. [Coll. particulière];1849;1198
node;imprimeur_lithographe;0;22883;22883;und;1;290;"";Station de Saint Brévin l'Océan situé à 4 Kilomètres de Saint Nazaire, 1882;1536;1032
node;imprimeur_lithographe;0;22883;22883;und;2;283;"";Cirque d'été, affiche, 1890;1024;1478
node;imprimeur_lithographe;0;22883;22883;und;3;284;"";Paris-Trianon, revue, 1890;1024;1490
node;imprimeur_lithographe;0;22883;22883;und;4;286;"";Chemins de fer de l'ouest, affiche, 1890;1024;1484
node;imprimeur_lithographe;0;22883;22883;und;5;287;"";Théatre des Folies-Dramatiques, affiche, 1890;1024;1518
node;imprimeur_lithographe;0;22883;22883;und;6;288;"";Lessive de la Comète, affiche, 1890;1024;1449
node;imprimeur_lithographe;0;22883;22883;und;7;291;"";Encre L. Marquet, 1892.;1536;943
node;imprimeur_lithographe;0;22883;22883;und;8;289;"";Cycles Gladiator, manufacture française, affiche, 1900;1024;1445
node;imprimeur_lithographe;0;22883;22883;und;9;285;"";Le Touquet, affiche 1900;788;1566
node;imprimeur_lithographe;0;22883;22883;und;10;1362;"";Au parasol. Étiquette. [B.M. Lille];390;626
node;imprimeur_lithographe;0;22883;22883;und;11;3893;"";Étiquette de Muscat, après 1878. [Coll. particulière];639;466
node;imprimeur_lithographe;0;22883;22883;und;12;4063;"";Étiquette de Champagne. [Coll. particulière];1444;996
node;imprimeur_lithographe;0;22898;22898;und;0;2092;"";Siège de Sebastopol;450;348
node;imprimeur_lithographe;0;22898;22898;und;1;2093;"";Siège de Sebastopol;427;323
node;imprimeur_lithographe;0;22898;22898;und;2;4015;"";Les glaneurs de l'école buissonnière;955;1566
node;imprimeur_lithographe;0;22904;22904;und;0;3790;"";A la Chasse impériale. Facture.;1024;1328
node;imprimeur_lithographe;0;22906;22906;und;0;3793;"";Plan figuratif de la Chambre des députés. 1841.;899;714
node;imprimeur_lithographe;0;22906;22906;und;1;3794;"";Brevet d'invention...;992;1566
node;imprimeur_lithographe;0;22908;22908;und;0;3791;"";Club de la butte des Moulins. Carte.;1179;814
node;imprimeur_lithographe;0;22908;22908;und;1;3792;"";Je n'ai voulu que leur bien...;325;424
node;imprimeur_lithographe;0;22913;22913;und;0;2270;"";En-tête de lettre de voiture (Coll. particulière);629;465
node;imprimeur_lithographe;0;22913;22913;und;1;2271;"";En-tête de lettre de voiture (Coll. particulière);2710;874
node;imprimeur_lithographe;0;22929;22929;und;0;3786;"";Galerie des Saints. Prospectus.;1713;2490
node;imprimeur_lithographe;0;22938;22938;und;0;3564;"";Carte-tarif   [Coll. particulière];579;314
node;imprimeur_lithographe;0;22938;22938;und;1;3788;"";Plan de Trouville;995;690
node;imprimeur_lithographe;0;22943;22943;und;0;3877;"";Exemple d'en-tête   [A. N.];655;655
node;imprimeur_lithographe;0;22943;22943;und;1;3878;"";Exemple d'en-tête   [A. N.];726;663
node;imprimeur_lithographe;0;22943;22943;und;2;3879;"";Exemple d'en-tête   [A. N.];1070;671
node;imprimeur_lithographe;0;22943;22943;und;3;3880;"";Exemple d'en-tête   [A. N.];1050;642
node;imprimeur_lithographe;0;22944;22944;und;0;3866;"";Carte des insurrections polonaises et slaves;1277;1054
node;imprimeur_lithographe;0;22944;22944;und;1;3867;"";Cartes parisiennes;1000;1566
node;imprimeur_lithographe;0;22952;22952;und;0;3888;"";Dessins et tablatures;1024;1385
node;imprimeur_lithographe;0;22952;22952;und;1;3889;"";Dessins et tablatures;1024;1388
node;imprimeur_lithographe;0;22956;22956;und;0;292;"";Le Siècle illustré publie les Nuits de la forêt [...] par Clémence Robert, 1882;1024;1466
node;imprimeur_lithographe;0;22956;22956;und;1;3881;"";Illustres victimes de l'insurrection;416;618
node;imprimeur_lithographe;0;22956;22956;und;2;3882;"";Louis-Napoléon à la tribune;393;608
node;imprimeur_lithographe;0;22956;22956;und;3;3883;"";Louis-Napoléon élu président;378;569
node;imprimeur_lithographe;0;22956;22956;und;4;3884;"";Giselle;860;692
node;imprimeur_lithographe;0;22956;22956;und;5;3885;"";Les orphelins du Pont Notre-Dame;851;669
node;imprimeur_lithographe;0;22956;22956;und;6;3886;"";Mirza Naïbi-Saltana . Voyage en Perse;403;601
node;imprimeur_lithographe;0;22956;22956;und;7;3887;"";Les Traboucayres;1024;1445
node;imprimeur_lithographe;0;22960;22960;und;0;293;"";Cour de ferme à Conflans, photographie négative;1321;1053
node;imprimeur_lithographe;0;22960;22960;und;1;294;"";Cour de ferme à Conflans, photographie;1321;1053
node;imprimeur_lithographe;0;22960;22960;und;2;295;"";Portrait d'homme jeune, en buste, de trois-quarts à droite, un livre à la main : [photographie];1024;1243
node;imprimeur_lithographe;0;22960;22960;und;3;296;"";Le presbytère de Conflans, photographie négative;1276;1053
node;imprimeur_lithographe;0;22960;22960;und;4;297;"";Le presbytère de Conflans;1276;1053
node;imprimeur_lithographe;0;22960;22960;und;5;298;"";Portrait de femme en buste de trois-quart;1023;1189
node;imprimeur_lithographe;0;22960;22960;und;6;299;"";L'Hôtel de ville de Paris et le pont d'Arcole;1429;1054
node;imprimeur_lithographe;0;22960;22960;und;7;300;"";Groupe sculpté: Bacchus et figure féminine;1024;1328
node;imprimeur_lithographe;0;22960;22960;und;8;301;"";Groupe sculpté: Bacchus et figure féminine;1024;1328
node;imprimeur_lithographe;0;22962;22962;und;0;3832;"";Fernando Cortes;1024;1387
node;imprimeur_lithographe;0;22966;22966;und;0;303;"";Les nuits de Paris;1024;1369
node;imprimeur_lithographe;0;22967;22967;und;0;3890;"";Prospectus imprimé par Poussin [A. N.];2096;2801
node;imprimeur_lithographe;0;22977;22977;und;0;304;""; Ville de Paris : XXeme Arrondissement-Mairie de Ménilmontant : Souscription nationale ;1267;1054
node;imprimeur_lithographe;0;22977;22977;und;1;902;"";Grande fête au Parc des Buttes-Chaumont. [BNF];1024;1350
node;imprimeur_lithographe;0;22978;22978;und;0;305;"";Voyages illustrés d'Alexandre Dumas. Le Véloce ou Tanger, Alger et Tunis, affiche, 1848;1411;1054
node;imprimeur_lithographe;0;22978;22978;und;1;306;"";Soirées caméléoniennes de Mr de Linski, premier prestidigitateur de l'Europe [...] : [affiche] , 1852;1415;1054
node;imprimeur_lithographe;0;22978;22978;und;2;307;"";Berquin l'ami des enfans, affiche, 1844;1024;1372
node;imprimeur_lithographe;0;22978;22978;und;3;308;"";Muses et femmes mythologiques par le Cte Foelix, dessins par G. Staal,1851;1439;1054
node;imprimeur_lithographe;0;22978;22978;und;4;309;"";Physiologie du goût par Brillat-Savarin illustrée par Bertall,affiche, 1847;1024;1457
node;imprimeur_lithographe;0;22978;22978;und;5;310;"";Gabriel de Gonet, éditeur Le Parfait Fermier... Chansons et rondes enfantines Chansons nationales et populaires Les Fleurs animées, affiche, 1846;1024;1417
node;imprimeur_lithographe;0;22978;22978;und;6;2735;"";Carte publicitaire [Coll. particulière];400;243
node;imprimeur_lithographe;0;22982;22982;und;0;2121;"";Le Magasin de meubles, n° 1;501;399
node;imprimeur_lithographe;0;22982;22982;und;1;2120;"";Le Magasin de meubles. Bibliothèque Louis LXIV;866;633
node;imprimeur_lithographe;0;22982;22982;und;2;2122;"";Le Magasin de meubles. Jardinières à main;400;269
node;imprimeur_lithographe;0;22982;22982;und;3;2123;"";Le Magasin de meubles. Porte-vases et jardinières.;661;613
node;imprimeur_lithographe;0;22983;22983;und;0;3538;"";Prière socialiste pour les enfants;468;655
node;imprimeur_lithographe;0;22984;22984;und;0;3541;"";Tableau figuratif de la nouvelle Chambre des députés;826;652
node;imprimeur_lithographe;0;22986;22986;und;0;3542;"";La maison Travault;469;594
node;imprimeur_lithographe;0;22986;22986;und;1;3543;"";Plan général de Saint-Cyr, Colonges et Saint-Rambert;470;670
node;imprimeur_lithographe;0;22988;22988;und;0;3546;"";Tarif de 1849  [A. N. F/18/1817];766;2917
node;imprimeur_lithographe;0;22988;22988;und;1;4304;"";Facture, 1855.;3495;2232
node;imprimeur_lithographe;0;22989;22989;und;0;3577;"";Le trésor des calligraphes illustrateurs. Page de titre.;970;687
node;imprimeur_lithographe;0;22989;22989;und;1;3578;"";Alphabets;1503;1054
node;imprimeur_lithographe;0;22989;22989;und;2;3579;"";Vignettes;1490;1054
node;imprimeur_lithographe;0;22989;22989;und;3;3580;"";Traits de plume;1489;1054
node;imprimeur_lithographe;0;22989;22989;und;4;3582;"";Encoignures;1486;1054
node;imprimeur_lithographe;0;22992;22992;und;0;3563;"";Les souverains;445;651
node;imprimeur_lithographe;0;22993;22993;und;0;3565;"";Arrivée de la duchesse d'Angoulême  (Maurin);650;547
node;imprimeur_lithographe;0;22993;22993;und;1;3566;"";Attaque du Louvre (Giroux);630;578
node;imprimeur_lithographe;0;22993;22993;und;2;3567;"";Ah, si j'avais ce qui te manque !;681;534
node;imprimeur_lithographe;0;22993;22993;und;3;3568;"";Au moins avec ces couleurs... (Robillard);386;556
node;imprimeur_lithographe;0;22993;22993;und;4;3569;"";Eteignons les lumières et rallumons le feu (Grandville);733;511
node;imprimeur_lithographe;0;22993;22993;und;5;3570;"";Polignac pâtissier de l'ex-Cour de France;543;541
node;imprimeur_lithographe;0;22993;22993;und;6;3571;"";À la renommée des fameuses brioches (Traviès);430;616
node;imprimeur_lithographe;0;22993;22993;und;7;3572;"";Dernière élévation des ministres;664;556
node;imprimeur_lithographe;0;22993;22993;und;8;3573;"";M. Mahieu à la Revue ;383;456
node;imprimeur_lithographe;0;22993;22993;und;9;3574;"";Le message;1024;1321
node;imprimeur_lithographe;0;22993;22993;und;10;3575;"";Les marionnettes (Monnier);642;608
node;imprimeur_lithographe;0;22993;22993;und;11;3576;"";Monseigneur, les soldats ont répondu... (Pannetier);672;548
node;imprimeur_lithographe;0;23000;23000;und;0;3551;"";Plan du port de Boulogne;1335;1054
node;imprimeur_lithographe;0;23000;23000;und;1;3552;"";Plan de Paris;775;620
node;imprimeur_lithographe;0;23008;23008;und;0;3933;"";Vermouth Lassagne;1067;730
node;imprimeur_lithographe;0;23008;23008;und;1;3934;"";Journal La Chasse illustrée;961;676
node;imprimeur_lithographe;0;23008;23008;und;2;3935;"";Les vacances de Jaconas;1024;1425
node;imprimeur_lithographe;0;23008;23008;und;3;3936;"";Blessée au coeur;1024;1539
node;imprimeur_lithographe;0;23008;23008;und;4;3938;"";À l'Église de la Trinité;989;659
node;imprimeur_lithographe;0;23008;23008;und;5;3939;"";Marc, fournisseur des pompiers;1024;1405
node;imprimeur_lithographe;0;23008;23008;und;6;3940;"";Panorama de la ville de Cannes;1197;599
node;imprimeur_lithographe;0;23008;23008;und;7;3941;"";À Bernard Palissy;963;677
node;imprimeur_lithographe;0;23008;23008;und;8;3947;"";Chemins de fer P. L. M.;491;730
node;imprimeur_lithographe;0;23008;23008;und;9;3948;"";Chemins de fer de l'Est;489;721
node;imprimeur_lithographe;0;23010;23010;und;0;3898;"";Étiquette pour Muscat de Frontignan.   [Coll. particulière];477;304
node;imprimeur_lithographe;0;23011;23011;und;0;3468;"";Carte professionnelle [Coll. particulière];1772;1065
node;imprimeur_lithographe;0;23013;23013;und;0;1888;"";Beau trait de courage d'une femme...;1419;1054
node;imprimeur_lithographe;0;23013;23013;und;1;1889;"";À chacun ses oeuvres;1318;1054
node;imprimeur_lithographe;0;23013;23013;und;2;1890;"";Louis-Napoléon Bonaparte;1024;1457
node;imprimeur_lithographe;0;23018;23018;und;0;2091;"";Bal de l'Académie royale de musique;310;421
node;imprimeur_lithographe;0;23018;23018;und;1;3486;"";Napoléon et Joséphine;448;384
node;imprimeur_lithographe;0;23018;23018;und;2;3487;"";Tragaldabas;446;371
node;imprimeur_lithographe;0;23018;23018;und;3;3488;"";Les dix commandements de Dieu;258;393
